"Year","Route","Latitude","Longitude","Richness","Abundance"
1971,37,30.2531989,-82.1623546,53,440
1971,38,30.0999027,-81.8070759,61,765
1971,39,26.3678027,-80.2032849,39,1015
1972,1,30.9291812,-87.4079434,52,685
1972,2,30.3755433,-86.2758321,37,476
1972,3,30.5193157,-86.4809129,48,301
1972,4,30.5288404,-85.1334541,56,485
1972,5,30.3372497,-85.2869789,56,615
1972,6,30.5950194,-84.0413094,58,751
1972,7,30.3898527,-85.9004499,60,572
1972,8,30.3358457,-84.9914239,40,303
1972,9,29.7818335,-85.3003555,49,436
1972,10,30.2734632,-83.8569684,57,818
1972,11,29.6686989,-83.3782062,43,384
1972,12,30.5026237,-82.7337409,51,783
1972,13,29.5468457,-82.2630299,49,494
1972,14,29.1916199,-82.394802,47,614
1972,15,29.9877641,-84.9762879,51,488
1972,16,28.0363157,-82.5050049,43,797
1972,17,27.4438745,-82.1186659,52,918
1972,18,29.8899427,-81.3438119,52,524
1972,19,30.7202649,-81.9062085,40,528
1972,20,28.3266818,-82.3022052,55,1439
1972,21,29.8970697,-81.8343049,53,581
1972,22,28.1788407,-81.8605659,52,1076
1972,23,28.5723877,-81.9816829,50,1626
1972,24,27.3232866,-81.4189503,45,711
1972,25,28.7481187,-80.8712309,57,786
1972,26,26.2943143,-81.448561,33,716
1972,27,27.6610372,-82.1462286,49,955
1972,28,25.7510497,-80.9676799,44,706
1972,29,27.9009147,-81.7191149,46,735
1972,30,27.9626301,-80.9673345,49,1411
1972,31,26.9657323,-80.3854635,51,1129
1972,32,26.7792597,-81.9372109,52,737
1972,33,26.0628347,-80.4312659,44,1146
1972,36,25.0015697,-80.5364609,40,942
1972,37,30.2531989,-82.1623546,51,415
1972,38,30.0999027,-81.8070759,58,645
1972,39,26.3678027,-80.2032849,34,757
1973,1,30.9291812,-87.4079434,51,449
1973,2,30.3755433,-86.2758321,35,719
1973,3,30.5193157,-86.4809129,44,334
1973,4,30.5288404,-85.1334541,53,467
1973,5,30.3372497,-85.2869789,55,593
1973,6,30.5950194,-84.0413094,57,599
1973,7,30.3898527,-85.9004499,61,552
1973,8,30.3358457,-84.9914239,43,349
1973,9,29.7818335,-85.3003555,49,511
1973,10,30.2734632,-83.8569684,59,657
1973,11,29.6686989,-83.3782062,53,400
1973,12,30.5026237,-82.7337409,57,464
1973,13,29.5468457,-82.2630299,53,852
1973,14,29.1916199,-82.394802,54,841
1973,15,29.9877641,-84.9762879,47,520
1973,16,28.0363157,-82.5050049,48,814
1973,17,27.4438745,-82.1186659,50,928
1973,18,29.8899427,-81.3438119,60,512
1973,19,30.7202649,-81.9062085,42,558
1973,20,28.3266818,-82.3022052,46,1198
1973,21,29.8970697,-81.8343049,56,536
1973,22,28.1788407,-81.8605659,50,1158
1973,23,28.5723877,-81.9816829,40,1503
1973,24,27.3232866,-81.4189503,46,801
1973,25,28.7481187,-80.8712309,62,631
1973,26,26.2943143,-81.448561,32,792
1973,27,27.6610372,-82.1462286,53,1252
1973,28,25.7510497,-80.9676799,46,672
1973,29,27.9009147,-81.7191149,40,653
1973,30,27.9626301,-80.9673345,52,1067
1973,31,26.9657323,-80.3854635,45,1076
1973,32,26.7792597,-81.9372109,47,676
1973,33,26.0628347,-80.4312659,38,1123
1973,36,25.0015697,-80.5364609,34,806
1973,37,30.2531989,-82.1623546,44,409
1973,39,26.3678027,-80.2032849,37,867
1974,1,30.9291812,-87.4079434,52,542
1974,2,30.3755433,-86.2758321,38,725
1974,3,30.5193157,-86.4809129,48,325
1974,4,30.5288404,-85.1334541,48,409
1974,5,30.3372497,-85.2869789,60,703
1974,6,30.5950194,-84.0413094,68,802
1974,7,30.3898527,-85.9004499,54,494
1974,9,29.7818335,-85.3003555,52,505
1974,10,30.2734632,-83.8569684,60,924
1974,11,29.6686989,-83.3782062,52,453
1974,12,30.5026237,-82.7337409,51,642
1974,13,29.5468457,-82.2630299,55,814
1974,14,29.1916199,-82.394802,54,776
1974,15,29.9877641,-84.9762879,44,471
1974,18,29.8899427,-81.3438119,51,606
1974,19,30.7202649,-81.9062085,43,524
1974,20,28.3266818,-82.3022052,47,1225
1974,21,29.8970697,-81.8343049,51,523
1974,22,28.1788407,-81.8605659,53,1631
1974,23,28.5723877,-81.9816829,41,1273
1974,26,26.2943143,-81.448561,34,762
1974,28,25.7510497,-80.9676799,49,689
1974,29,27.9009147,-81.7191149,42,634
1974,30,27.9626301,-80.9673345,47,1142
1974,35,25.6579667,-80.7663639,39,636
1974,36,25.0015697,-80.5364609,35,815
1974,37,30.2531989,-82.1623546,43,396
1974,38,30.0999027,-81.8070759,58,680
1974,39,26.3678027,-80.2032849,39,845
1974,40,26.0594807,-80.4340449,33,1465
1975,1,30.9291812,-87.4079434,51,557
1975,2,30.3755433,-86.2758321,48,811
1975,3,30.5193157,-86.4809129,41,380
1975,4,30.5288404,-85.1334541,52,439
1975,5,30.3372497,-85.2869789,59,605
1975,6,30.5950194,-84.0413094,55,725
1975,7,30.3898527,-85.9004499,56,585
1975,8,30.3358457,-84.9914239,48,604
1975,9,29.7818335,-85.3003555,45,593
1975,10,30.2734632,-83.8569684,60,764
1975,11,29.6686989,-83.3782062,63,537
1975,12,30.5026237,-82.7337409,57,738
1975,13,29.5468457,-82.2630299,54,671
1975,14,29.1916199,-82.394802,52,629
1975,15,29.9877641,-84.9762879,54,526
1975,16,28.0363157,-82.5050049,39,829
1975,18,29.8899427,-81.3438119,44,401
1975,19,30.7202649,-81.9062085,41,583
1975,20,28.3266818,-82.3022052,50,1128
1975,21,29.8970697,-81.8343049,49,430
1975,22,28.1788407,-81.8605659,53,1071
1975,23,28.5723877,-81.9816829,45,1250
1975,26,26.2943143,-81.448561,36,882
1975,27,27.6610372,-82.1462286,42,659
1975,29,27.9009147,-81.7191149,44,568
1975,30,27.9626301,-80.9673345,49,813
1975,31,26.9657323,-80.3854635,48,1046
1975,36,25.0015697,-80.5364609,34,669
1975,37,30.2531989,-82.1623546,50,332
1975,38,30.0999027,-81.8070759,52,581
1975,39,26.3678027,-80.2032849,36,839
1975,40,26.0594807,-80.4340449,40,1972
1976,1,30.9291812,-87.4079434,57,526
1976,2,30.3755433,-86.2758321,39,825
1976,3,30.5193157,-86.4809129,44,434
1976,4,30.5288404,-85.1334541,49,412
1976,5,30.3372497,-85.2869789,55,581
1976,6,30.5950194,-84.0413094,58,719
1976,7,30.3898527,-85.9004499,58,577
1976,9,29.7818335,-85.3003555,49,460
1976,10,30.2734632,-83.8569684,60,942
1976,11,29.6686989,-83.3782062,52,630
1976,13,29.5468457,-82.2630299,50,769
1976,14,29.1916199,-82.394802,55,706
1976,15,29.9877641,-84.9762879,56,481
1976,16,28.0363157,-82.5050049,45,847
1976,17,27.4438745,-82.1186659,47,846
1976,18,29.8899427,-81.3438119,50,412
1976,19,30.7202649,-81.9062085,48,361
1976,20,28.3266818,-82.3022052,52,1215
1976,21,29.8970697,-81.8343049,50,450
1976,22,28.1788407,-81.8605659,53,1173
1976,23,28.5723877,-81.9816829,41,1127
1976,24,27.3232866,-81.4189503,41,589
1976,26,26.2943143,-81.448561,36,1067
1976,27,27.6610372,-82.1462286,41,679
1976,30,27.9626301,-80.9673345,47,770
1976,31,26.9657323,-80.3854635,44,818
1976,32,26.7792597,-81.9372109,40,684
1976,36,25.0015697,-80.5364609,34,740
1976,37,30.2531989,-82.1623546,52,448
1976,38,30.0999027,-81.8070759,55,527
1976,39,26.3678027,-80.2032849,36,799
1976,40,26.0594807,-80.4340449,42,2076
1977,1,30.9291812,-87.4079434,52,462
1977,2,30.3755433,-86.2758321,42,796
1977,3,30.5193157,-86.4809129,45,426
1977,4,30.5288404,-85.1334541,48,424
1977,5,30.3372497,-85.2869789,63,702
1977,6,30.5950194,-84.0413094,57,636
1977,7,30.3898527,-85.9004499,58,513
1977,9,29.7818335,-85.3003555,54,556
1977,10,30.2734632,-83.8569684,62,863
1977,12,30.5026237,-82.7337409,54,936
1977,13,29.5468457,-82.2630299,61,826
1977,15,29.9877641,-84.9762879,46,400
1977,16,28.0363157,-82.5050049,38,947
1977,17,27.4438745,-82.1186659,55,1057
1977,18,29.8899427,-81.3438119,53,404
1977,19,30.7202649,-81.9062085,44,268
1977,20,28.3266818,-82.3022052,50,941
1977,21,29.8970697,-81.8343049,46,547
1977,22,28.1788407,-81.8605659,54,1377
1977,23,28.5723877,-81.9816829,44,1135
1977,24,27.3232866,-81.4189503,46,906
1977,25,28.7481187,-80.8712309,68,1209
1977,26,26.2943143,-81.448561,39,698
1977,27,27.6610372,-82.1462286,45,755
1977,30,27.9626301,-80.9673345,49,941
1977,31,26.9657323,-80.3854635,44,941
1977,32,26.7792597,-81.9372109,41,628
1977,36,25.0015697,-80.5364609,32,587
1977,37,30.2531989,-82.1623546,49,474
1977,38,30.0999027,-81.8070759,58,603
1977,39,26.3678027,-80.2032849,36,961
1977,40,26.0594807,-80.4340449,35,1174
1978,1,30.9291812,-87.4079434,50,396
1978,2,30.3755433,-86.2758321,36,949
1978,3,30.5193157,-86.4809129,54,519
1978,4,30.5288404,-85.1334541,45,431
1978,5,30.3372497,-85.2869789,57,620
1978,6,30.5950194,-84.0413094,55,676
1978,7,30.3898527,-85.9004499,58,524
1978,9,29.7818335,-85.3003555,40,328
1978,10,30.2734632,-83.8569684,59,791
1978,13,29.5468457,-82.2630299,57,1043
1978,15,29.9877641,-84.9762879,52,527
1978,16,28.0363157,-82.5050049,41,864
1978,17,27.4438745,-82.1186659,45,770
1978,18,29.8899427,-81.3438119,53,412
1978,19,30.7202649,-81.9062085,52,349
1978,20,28.3266818,-82.3022052,53,1149
1978,21,29.8970697,-81.8343049,52,466
1978,22,28.1788407,-81.8605659,51,1462
1978,23,28.5723877,-81.9816829,45,1199
1978,24,27.3232866,-81.4189503,45,765
1978,26,26.2943143,-81.448561,39,767
1978,27,27.6610372,-82.1462286,46,732
1978,30,27.9626301,-80.9673345,43,949
1978,31,26.9657323,-80.3854635,47,935
1978,32,26.7792597,-81.9372109,43,574
1978,36,25.0015697,-80.5364609,30,650
1978,37,30.2531989,-82.1623546,47,374
1978,38,30.0999027,-81.8070759,54,591
1978,39,26.3678027,-80.2032849,34,614
1978,40,26.0594807,-80.4340449,35,1412
1979,1,30.9291812,-87.4079434,50,450
1979,2,30.3755433,-86.2758321,38,677
1979,3,30.5193157,-86.4809129,44,411
1979,4,30.5288404,-85.1334541,50,390
1979,5,30.3372497,-85.2869789,54,588
1979,6,30.5950194,-84.0413094,60,804
1979,7,30.3898527,-85.9004499,55,476
1979,8,30.3358457,-84.9914239,49,541
1979,10,30.2734632,-83.8569684,61,864
1979,11,29.6686989,-83.3782062,52,500
1979,14,29.1916199,-82.394802,53,649
1979,15,29.9877641,-84.9762879,55,476
1979,16,28.0363157,-82.5050049,40,886
1979,17,27.4438745,-82.1186659,47,895
1979,18,29.8899427,-81.3438119,50,607
1979,19,30.7202649,-81.9062085,48,300
1979,20,28.3266818,-82.3022052,57,938
1979,21,29.8970697,-81.8343049,51,439
1979,22,28.1788407,-81.8605659,56,1248
1979,23,28.5723877,-81.9816829,46,977
1979,24,27.3232866,-81.4189503,44,842
1979,26,26.2943143,-81.448561,35,681
1979,27,27.6610372,-82.1462286,45,711
1979,30,27.9626301,-80.9673345,50,912
1979,31,26.9657323,-80.3854635,53,1227
1979,32,26.7792597,-81.9372109,40,538
1979,36,25.0015697,-80.5364609,34,654
1979,37,30.2531989,-82.1623546,47,376
1979,38,30.0999027,-81.8070759,51,570
1979,39,26.3678027,-80.2032849,36,796
1979,40,26.0594807,-80.4340449,37,1347
1980,1,30.9291812,-87.4079434,47,451
1980,2,30.3755433,-86.2758321,42,409
1980,3,30.5193157,-86.4809129,53,483
1980,4,30.5288404,-85.1334541,46,449
1980,5,30.3372497,-85.2869789,54,535
1980,6,30.5950194,-84.0413094,57,740
1980,7,30.3898527,-85.9004499,58,498
1980,8,30.3358457,-84.9914239,50,489
1980,9,29.7818335,-85.3003555,50,474
1980,10,30.2734632,-83.8569684,60,708
1980,11,29.6686989,-83.3782062,52,553
1980,12,30.5026237,-82.7337409,48,706
1980,14,29.1916199,-82.394802,50,901
1980,15,29.9877641,-84.9762879,50,463
1980,16,28.0363157,-82.5050049,47,685
1980,18,29.8899427,-81.3438119,54,496
1980,19,30.7202649,-81.9062085,48,348
1980,20,28.3266818,-82.3022052,54,997
1980,21,29.8970697,-81.8343049,54,495
1980,22,28.1788407,-81.8605659,58,1261
1980,23,28.5723877,-81.9816829,46,1170
1980,24,27.3232866,-81.4189503,44,819
1980,26,26.2943143,-81.448561,36,624
1980,27,27.6610372,-82.1462286,48,698
1980,30,27.9626301,-80.9673345,51,803
1980,31,26.9657323,-80.3854635,54,1241
1980,36,25.0015697,-80.5364609,32,620
1980,37,30.2531989,-82.1623546,49,383
1980,38,30.0999027,-81.8070759,52,562
1980,39,26.3678027,-80.2032849,34,809
1980,40,26.0594807,-80.4340449,32,1173
1980,132,26.9297114,-82.0333415,46,509
1981,1,30.9291812,-87.4079434,44,363
1981,4,30.5288404,-85.1334541,45,366
1981,5,30.3372497,-85.2869789,47,447
1981,6,30.5950194,-84.0413094,57,687
1981,8,30.3358457,-84.9914239,58,467
1981,9,29.7818335,-85.3003555,48,410
1981,10,30.2734632,-83.8569684,56,699
1981,11,29.6686989,-83.3782062,52,500
1981,12,30.5026237,-82.7337409,51,712
1981,14,29.1916199,-82.394802,53,937
1981,15,29.9877641,-84.9762879,47,455
1981,16,28.0363157,-82.5050049,38,852
1981,18,29.8899427,-81.3438119,52,575
1981,19,30.7202649,-81.9062085,49,381
1981,20,28.3266818,-82.3022052,48,782
1981,21,29.8970697,-81.8343049,48,515
1981,23,28.5723877,-81.9816829,45,852
1981,24,27.3232866,-81.4189503,44,773
1981,26,26.2943143,-81.448561,36,634
1981,27,27.6610372,-82.1462286,41,728
1981,30,27.9626301,-80.9673345,46,825
1981,31,26.9657323,-80.3854635,47,1140
1981,36,25.0015697,-80.5364609,35,740
1981,37,30.2531989,-82.1623546,50,399
1981,38,30.0999027,-81.8070759,55,539
1981,39,26.3678027,-80.2032849,33,525
1981,40,26.0594807,-80.4340449,41,1165
1981,132,26.9297114,-82.0333415,53,745
1982,4,30.5288404,-85.1334541,48,380
1982,6,30.5950194,-84.0413094,55,626
1982,9,29.7818335,-85.3003555,51,444
1982,10,30.2734632,-83.8569684,56,770
1982,11,29.6686989,-83.3782062,55,484
1982,12,30.5026237,-82.7337409,50,610
1982,15,29.9877641,-84.9762879,54,486
1982,16,28.0363157,-82.5050049,41,689
1982,18,29.8899427,-81.3438119,50,596
1982,19,30.7202649,-81.9062085,49,343
1982,20,28.3266818,-82.3022052,49,684
1982,21,29.8970697,-81.8343049,53,393
1982,23,28.5723877,-81.9816829,49,948
1982,24,27.3232866,-81.4189503,41,879
1982,26,26.2943143,-81.448561,35,700
1982,27,27.6610372,-82.1462286,50,684
1982,30,27.9626301,-80.9673345,50,1207
1982,31,26.9657323,-80.3854635,42,772
1982,36,25.0015697,-80.5364609,34,697
1982,37,30.2531989,-82.1623546,42,375
1982,38,30.0999027,-81.8070759,55,465
1982,39,26.3678027,-80.2032849,37,759
1982,40,26.0594807,-80.4340449,40,1178
1982,132,26.9297114,-82.0333415,50,501
1983,4,30.5288404,-85.1334541,48,411
1983,5,30.3372497,-85.2869789,50,414
1983,6,30.5950194,-84.0413094,51,582
1983,8,30.3358457,-84.9914239,57,537
1983,9,29.7818335,-85.3003555,52,508
1983,10,30.2734632,-83.8569684,56,772
1983,11,29.6686989,-83.3782062,48,591
1983,15,29.9877641,-84.9762879,45,436
1983,16,28.0363157,-82.5050049,45,781
1983,18,29.8899427,-81.3438119,47,580
1983,19,30.7202649,-81.9062085,45,352
1983,20,28.3266818,-82.3022052,58,901
1983,21,29.8970697,-81.8343049,47,401
1983,23,28.5723877,-81.9816829,50,910
1983,24,27.3232866,-81.4189503,48,810
1983,26,26.2943143,-81.448561,37,612
1983,27,27.6610372,-82.1462286,50,666
1983,30,27.9626301,-80.9673345,55,1071
1983,31,26.9657323,-80.3854635,49,677
1983,36,25.0015697,-80.5364609,36,703
1983,37,30.2531989,-82.1623546,52,447
1983,38,30.0999027,-81.8070759,48,586
1983,39,26.3678027,-80.2032849,28,557
1983,40,26.0594807,-80.4340449,37,864
1983,135,25.1388716,-80.9335333,40,572
1984,4,30.5288404,-85.1334541,40,343
1984,5,30.3372497,-85.2869789,41,340
1984,6,30.5950194,-84.0413094,51,654
1984,8,30.3358457,-84.9914239,54,507
1984,9,29.7818335,-85.3003555,55,559
1984,10,30.2734632,-83.8569684,60,798
1984,12,30.5026237,-82.7337409,53,730
1984,15,29.9877641,-84.9762879,50,495
1984,16,28.0363157,-82.5050049,45,791
1984,19,30.7202649,-81.9062085,47,441
1984,20,28.3266818,-82.3022052,58,760
1984,21,29.8970697,-81.8343049,51,384
1984,23,28.5723877,-81.9816829,56,925
1984,24,27.3232866,-81.4189503,46,770
1984,26,26.2943143,-81.448561,39,492
1984,27,27.6610372,-82.1462286,53,824
1984,30,27.9626301,-80.9673345,57,797
1984,31,26.9657323,-80.3854635,52,689
1984,36,25.0015697,-80.5364609,37,641
1984,37,30.2531989,-82.1623546,55,429
1984,132,26.9297114,-82.0333415,53,547
1985,2,30.3755433,-86.2758321,46,719
1985,3,30.5193157,-86.4809129,43,413
1985,4,30.5288404,-85.1334541,46,412
1985,6,30.5950194,-84.0413094,55,643
1985,8,30.3358457,-84.9914239,51,440
1985,9,29.7818335,-85.3003555,58,669
1985,10,30.2734632,-83.8569684,60,741
1985,15,29.9877641,-84.9762879,44,456
1985,16,28.0363157,-82.5050049,48,1274
1985,19,30.7202649,-81.9062085,47,375
1985,20,28.3266818,-82.3022052,54,739
1985,21,29.8970697,-81.8343049,43,358
1985,22,28.1788407,-81.8605659,49,1109
1985,23,28.5723877,-81.9816829,48,909
1985,24,27.3232866,-81.4189503,42,746
1985,26,26.2943143,-81.448561,36,661
1985,30,27.9626301,-80.9673345,49,696
1985,31,26.9657323,-80.3854635,47,817
1985,36,25.0015697,-80.5364609,37,703
1985,37,30.2531989,-82.1623546,51,468
1985,38,30.0999027,-81.8070759,45,459
1985,105,30.3715757,-85.2717359,45,358
1985,132,26.9297114,-82.0333415,50,451
1986,1,30.9291812,-87.4079434,43,456
1986,4,30.5288404,-85.1334541,44,423
1986,6,30.5950194,-84.0413094,53,677
1986,7,30.3898527,-85.9004499,44,429
1986,10,30.2734632,-83.8569684,62,693
1986,11,29.6686989,-83.3782062,59,672
1986,12,30.5026237,-82.7337409,61,622
1986,13,29.5468457,-82.2630299,53,729
1986,15,29.9877641,-84.9762879,51,425
1986,16,28.0363157,-82.5050049,49,1708
1986,17,27.4438745,-82.1186659,50,591
1986,18,29.8899427,-81.3438119,51,389
1986,19,30.7202649,-81.9062085,47,382
1986,20,28.3266818,-82.3022052,56,859
1986,21,29.8970697,-81.8343049,47,356
1986,22,28.1788407,-81.8605659,50,1416
1986,23,28.5723877,-81.9816829,60,1217
1986,24,27.3232866,-81.4189503,48,783
1986,25,28.7481187,-80.8712309,71,2401
1986,26,26.2943143,-81.448561,35,560
1986,27,27.6610372,-82.1462286,49,779
1986,29,27.9009147,-81.7191149,58,1108
1986,30,27.9626301,-80.9673345,49,650
1986,31,26.9657323,-80.3854635,42,574
1986,36,25.0015697,-80.5364609,35,636
1986,37,30.2531989,-82.1623546,52,335
1986,105,30.3715757,-85.2717359,36,320
1986,108,30.3242578,-85.0052085,52,603
